S.No.,District Name,Janpad / Block Name,Panchayat Name,Work Start Fin Year,Work Status,Work Code,Work Name,Work Type,Sanction Wages (Rs),Sanction Material (Rs),Total Sanction (Rs),Booked Current FY Wages (Rs),Booked Current FY Material (Rs),Paid Current FY Wages (Rs),Paid Current FY Material (Rs),Booked Since Inception Wages (Rs),Booked Since Inception Material (Rs),Paid Since Inception Wages (Rs),Paid Since Inception Material (Rs),Total Mandays,Mandays Generated Current FY
108,SATNA,AMARPATAN,BARREHBADA,2024-2025,Ongoing,1712006045/DP/22012034626429,बृक्षा रोपण निर्माण कार्य शांति धाम पोखरा तालाब के पास बर्रेह बड़ा,Plantation,78983.850000000006,86145.35,165443,0,0,0,0,0,0,0,0,0,0
109,SATNA,AMARPATAN,BARREHBADA,2025-2026,Ongoing,1712006045/IF/22012035404785,खेत तालाब निर्माण कार्य कोदुलाल कोल बर्रेह बड़ा,Khet Talab,374148.65,94880.43,469346,0,0,0,0,0,0,0,0,0,0
110,SATNA,AMARPATAN,BARREHBADA,2025-2026,Ongoing,1712006045/IF/22012035611639,एक बगिया माँ के नाम हितग्राही रेखा चौरसिया /नीलम प्रसाद (पवनSHG ID107475 ) ग्रा0पंचा0बर्रेहबडा,Ek Bagiya,61273.89,99308.61,160765,0,0,0,0,0,0,0,0,0,0
111,SATNA,AMARPATAN,BARREHBADA,2025-2026,Ongoing,1712006045/IF/22012035614715,एक बगिया माँ के नाम हितग्राही श्रीमती वंदना सिंह / सामंत सिंह ग्राम पं बर्रेहबडा,Ek Bagiya,65343.13,106328.97,171854,0,0,0,0,0,0,0,0,0,0
112,SATNA,AMARPATAN,BARREHBADA,2019-2020,Ongoing,1712006045/LD/22012034472910,चारागाह विकास कार्य गौशाला के पास बर्रेह बड़ा,Chara Gaah,459062.8,291861.69,751211,0,0,0,0,0,0,0,0,0,0
113,SATNA,AMARPATAN,BARREHBADA,2020-2021,Ongoing,1712006045/WC/22012034613166,गेबियन निर्माण कार्य नंबर 01 ग्राम पंचायत बर्रेहबडा (मनरेगा ),Gabion,67447.5,232718.34,300454,0,0,0,0,0,0,0,0,0,0
114,SATNA,AMARPATAN,BARREHBADA,2020-2021,Ongoing,1712006045/WC/22012034613167,गेबियन निर्माण कार्य नंबर 02 ग्राम पंचायत बर्रेहबडा (मनरेगा ),Gabion,67447.5,232718.34,300454,0,0,0,0,0,0,0,0,0,0
115,SATNA,AMARPATAN,BARREHBADA,2020-2021,Ongoing,1712006045/WC/22012034613171,गेबियन निर्माण कार्य नंबर 03 ग्राम पंचायत बर्रेहबडा (मनरेगा ),Gabion,67447.5,232718.34,300454,0,0,0,0,0,0,0,0,0,0
116,SATNA,AMARPATAN,BARREHBADA,2020-2021,Ongoing,1712006045/WC/22012034613172,गेबियन निर्माण कार्य नंबर 04 ग्राम पंचायत बर्रेहबडा (मनरेगा ),Gabion,67447.5,232718.34,300454,0,0,0,0,0,0,0,0,0,0
117,SATNA,AMARPATAN,BARREHBADA,2021-2022,Ongoing,1712006045/WC/22012034690761,"JSA(CTR) कंटूर निर्माण कार्य नंबर-01ग्राम पंचायत बर्रेहबड़ा,",ContourTrench,174967.88,24845.4,199813,0,0,0,0,0,0,0,0,0,0
118,SATNA,AMARPATAN,BARREHBADA,2021-2022,Ongoing,1712006045/WC/22012034735612,JSA(CTR) गली प्लग निर्माण कार्य नम्बर 03 ग्राम पंचायत बर्रेहबड़ा,Gully Plug,124083.91,34990.78,159363,0,0,0,0,0,0,0,0,0,0
119,SATNA,AMARPATAN,BARREHBADA,2025-2026,Ongoing,1712006045/WC/22012035305975,JGSA डगवेलरीचार्जपिट निर्माण कार्य नीर कूप चौहान टोला ग्रा0 पंचा0बर्रेहबड़ा (नरेगा+05),Open Dugwell,15900,0,25800,0,0,0,0,0,0,0,0,0,0
120,SATNA,AMARPATAN,BELA,2024-2025,Ongoing,1712006059/DP/22012034626356,वृक्षारोपण कार्य नया तालाब की मेढ़ में ग्राम पंचायत बेला (नरेगा ),Plantation,157255.62,154331.85,311902,0,0,0,0,0,0,0,0,0,0
121,SATNA,AMARPATAN,BELA,2025-2026,Ongoing,1712006059/IF/22012035604031,एक बगिया माँ के नाम हितग्राही गायत्री पाठक /छत्रपति पाठक (अनामिका SHG बेला 4085305) ग्राम पंचा बेला,Ek Bagiya,112860.07,150307.15,263350,300,0,0,0,0,0,0,0,1,1
122,SATNA,AMARPATAN,BELA,2025-2026,Ongoing,1712006059/IF/22012035615655,एक बगिया माँ के नाम हितग्राही पुष्पा चतुर्वेदी /मनोज कुमार चतुर्वेदी ग्राम पंचायत बेला,Ek Bagiya,111528.16,157857.87,269569,0,0,0,0,0,0,0,0,0,0
123,SATNA,AMARPATAN,BELA,2025-2026,Ongoing,1712006059/IF/22012035618242,एक बगिया माँ के नाम हितग्राही निर्मला द्विवेदी/संदीपकुमारद्विवेदी(लक्ष्मीSHG ID981938)ग्रा0पंचा0बेला,Ek Bagiya,112885.36,155096.28,268165,2100,0,0,0,0,0,0,0,7,7
124,SATNA,AMARPATAN,BELA,2020-2021,Ongoing,1712006059/IF/IAY/1081318,Construction of IAY House -IAY REG. NO. MP2450781,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
125,SATNA,AMARPATAN,BELA,2025-2026,Ongoing,1712006059/IF/IAY/5860074,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP119326502,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
126,SATNA,AMARPATAN,BELA,2021-2022,Ongoing,1712006059/WH/22012034920183,श्री तालाब जीर्णोद्धार कार्य बेला (मनरेगा-15वा वित्‍त),Old Water Bodies,345000,0,520000,0,0,0,0,0,0,0,0,0,0
127,SATNA,AMARPATAN,BELA,2021-2022,Ongoing,1712006059/WH/22012034920196,झुरहा तालाब जीर्णोधार (मनरेगा-15वा वित्‍त),Old Water Bodies,288000,0,434000,0,0,0,0,0,0,0,0,0,0
128,SATNA,AMARPATAN,BHADRA,2024-2025,Ongoing,1712006007/AV/22012034656197,पुलिया निर्माण कार्य रोशनलाल रावत के घऱ के पास भड़रा(नरेगा+15वां वित्त),Puliya,7000,0,66000,0,0,0,0,0,0,0,0,0,0
129,SATNA,AMARPATAN,BHADRA,2024-2025,Ongoing,1712006007/AV/22012034656198,पुलिया निर्माण कार्य विनोद कुमार कुशवाहा के घर के पास भड़रा(नरेगा+15वां वित्त),Puliya,15000,0,125000,0,0,0,0,0,0,0,0,0,0
130,SATNA,AMARPATAN,BHADRA,2025-2026,Ongoing,1712006007/IF/22012035382785,JGSA 2025 PRABHAT KUMAR AGNIHOTRI KE KHET ME KHET TALAB NIRMAN KARYA GRAM PANCHAYAT BHADRA,Khet Talab,365838.98,85046.66,450886,8060.04,0,8060.04,0,8060.04,0,8060.04,0,27,27
131,SATNA,AMARPATAN,BHADRA,2025-2026,Ongoing,1712006007/IF/22012035610804,एक बगिया माँ के नाम हितग्राही सविता गुप्ता / विजय गुप्ता ग्राम पं भड़रा,Ek Bagiya,60597.3,100130.38,160910,0,0,0,0,0,0,0,0,0,0
132,SATNA,AMARPATAN,BHADRA,2025-2026,Ongoing,1712006007/IF/22012035622130,एक बगिया माँ के नाम हितग्राही बुटान कुशवाहा /सुशील कुमार कुशवाहा ग्राम पं भड़रा,Ek Bagiya,60597.3,100130.38,160910,0,0,0,0,0,0,0,0,0,0
133,SATNA,AMARPATAN,BHADRA,2025-2026,Ongoing,1712006007/IF/22012035622137,एक बगिया माँ के नाम हितग्राही विनय कुमारी कुशवाहा/ सुरेन्द्र कुशवाहा (वृंदा SHG ) ग्राम पं भड़रा,Ek Bagiya,60597.3,103068.38,163848,0,0,0,0,0,0,0,0,0,0
134,SATNA,AMARPATAN,BHADRA,2025-2026,Ongoing,1712006007/IF/22012035622148,एक बगिया माँ के नाम हितग्राही सावित्री देवी कुशवाहा/ रामगोपाल कुशवाहा (वृंदा SHG ) ग्राम पं भड़रा,Ek Bagiya,60597.3,103068.38,163848,0,0,0,0,0,0,0,0,0,0
135,SATNA,AMARPATAN,BHADRA,2017-2018,Ongoing,1712006007/IF/IAY/1008683,Construction of IAY House -IAY REG. NO. MP1504539,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
136,SATNA,AMARPATAN,BHADRA,2020-2021,Ongoing,1712006007/WC/22012034587395,गैबियन निर्माण कार्य ग्राम भडरा,Gabion,56468.67,166827.76999999999,223584,0,0,0,0,0,0,0,0,0,0
137,SATNA,AMARPATAN,BHADRA,2020-2021,Ongoing,1712006007/WC/22012034589040,गैबियन निर्माण कार्य ग्राम भडरा,Gabion,39503.910000000003,157015.94,196808,0,0,0,0,0,0,0,0,0,0
138,SATNA,AMARPATAN,BHADRA,2020-2021,Ongoing,1712006007/WC/22012034589041,लूज बोल्डर चेक निर्माण कार्य,Loose Bolder,167359.19,119548.15,286907,0,0,0,0,0,0,0,0,0,0
139,SATNA,AMARPATAN,BHADWA,2025-2026,Ongoing,1712006005/IF/22012035352502,खेत तालाब प्रदीप मिश्रा ग्राम भदवा,Khet Talab,112428.23,35192.93,147621,0,0,0,0,0,0,0,0,0,0
140,SATNA,AMARPATAN,BHADWA,2025-2026,Ongoing,1712006005/IF/IAY/5724130,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP143719151,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
141,SATNA,AMARPATAN,BHADWA,2025-2026,Ongoing,1712006005/IF/IAY/5820279,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149319494,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
142,SATNA,AMARPATAN,BHADWA,2025-2026,Ongoing,1712006005/IF/IAY/5860120,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP124830735,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
143,SATNA,AMARPATAN,BHADWA,2026-2027,Ongoing,1712006005/IF/IAY/5860357,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP130109286,PMAY-G,23490,0,23490,4500,0,0,0,0,0,0,0,15,15
144,SATNA,AMARPATAN,BHADWA,2025-2026,Ongoing,1712006005/IF/IAY/5860374,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP132676300,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
145,SATNA,AMARPATAN,BHADWA,2023-2024,Ongoing,1712006005/RC/22012034606626,पीसीसी रोड निर्माण कार्य रमाकांत के घर से नहर तक ग्राम पंचायत भदवा (मनरेगा +15वित्त ),Pcc Road & Coverd Nali,103000,0,629000,0,0,0,0,0,0,0,0,0,0
146,SATNA,AMARPATAN,BHADWA,2023-2024,Ongoing,1712006005/RC/22012034644577,केमलहा टोला मे भदवा मुख्य मार्ग से राधेलाल तिवारी के घर तक सुदूर मार्ग,Sudoor Road,374010.49,1362674.57,1737000,0,0,0,0,0,0,0,0,0,0
147,SATNA,AMARPATAN,BHADWA,2025-2026,Ongoing,1712006005/RC/22012034824117,पीसीसीरोडनिर्मा0कार्य बिहारीलालतिवारी के घर के पास से शौखीलालतिवारी के घर तक ग्रा0पंचा0भदवा(नरेगा+15,Pcc Road & Coverd Nali,133000,0,888000,0,0,0,0,0,0,0,0,0,0
148,SATNA,AMARPATAN,BHADWA,2022-2023,Ongoing,1712006005/RS/22012034641247,सामुदायिक शौचालय निर्माण कार्य हरिजन बस्‍ती जगहथा भदवा ( मनरेगा -15वा वित्‍त-एस0बी0एम0),CSC,44000,0,344000,0,0,0,0,0,0,0,0,0,0
149,SATNA,AMARPATAN,BHADWA,2019-2020,Ongoing,1712006005/WC/22012034512585,डक पौंड निर्माण कार्य ग्राम जगहथा,Dug Pond,149680.07,29344.35,179189,0,0,0,0,0,0,0,0,0,0
150,SATNA,AMARPATAN,BHADWA,2021-2022,Ongoing,1712006005/WH/22012034920153,कसही तालाब जीर्णोधार भदवा (मनरेगा-15वा वित्‍त),Old Water Bodies,645000,0,755000,0,0,0,0,0,0,0,0,0,0
151,SATNA,AMARPATAN,BHICHHIYAKHURD,2021-2022,Ongoing,1712006010/AV/22012034604055,नवीन पंचायत भवन निर्माण कार्य (मनरेगा +15 वित्त जनपद पंचायत ) ग्राम पंचायत बिछियाखुर्द,Panchayat & Community Bhawan,248850,751150,2000000,0,0,0,0,0,0,0,0,0,0
152,SATNA,AMARPATAN,BHICHHIYAKHURD,2025-2026,Ongoing,1712006010/IF/22012035607313,एक बगिया माँ के नाम हितग्राही ममता तिवारी/ शिव शंकर तिवारी( शिवशंकरSHG ID 6472232)ग्रापं बिछियाखुर्द,Ek Bagiya,60597.3,100130.38,160910,0,0,0,0,0,0,0,0,0,0
153,SATNA,AMARPATAN,BHICHHIYAKHURD,2025-2026,Ongoing,1712006010/IF/22012035614224,एक बगिया माँ के नाम हितग्राही सरोज चतुर्वेदी /श्यामलाल चतुर्वेदी ग्राम पं बिछियाखुर्द,Ek Bagiya,61954.5,100306.79,162443,0,0,0,0,0,0,0,0,0,0
154,SATNA,AMARPATAN,BHICHHIYAKHURD,2025-2026,Ongoing,1712006010/IF/22012035614825,एक बगिया माँ के नाम हितग्राही पूजा त्रिपाठी( चतुर्वेदी) / आदर्श चतुर्वेदी ग्राम पं बिछिया खुर्द,Ek Bagiya,64926.03,100693.11,165801,0,0,0,0,0,0,0,0,0,0
155,SATNA,AMARPATAN,BHICHHIYAKHURD,2025-2026,Ongoing,1712006010/IF/22012035614836,एक बगिया माँ के नाम हितग्राही प्रभा देवी चतुर्वेदी /विजय कुमार चतुर्वेदी ग्राम पं बिछिया खुर्द,Ek Bagiya,60597.3,100130.38,160910,0,0,0,0,0,0,0,0,0,0
156,SATNA,AMARPATAN,BHICHHIYAKHURD,2025-2026,Ongoing,1712006010/IF/22012035616717,एक बगिया माँ के नामहितग्राही शीला केवट /सुखनिधान केवट ग्राम कुशमहट ग्रा0पंचा0बिछियाखुर्द,Ek Bagiya,61305.1,100222.39,161710,0,0,0,0,0,0,0,0,0,0
157,SATNA,AMARPATAN,BHICHHIYAKHURD,2025-2026,Ongoing,1712006010/IF/22012035622172,एक बगिया माँ के नाम हितग्राही प्रभा वती शुक्ला/नरेन्द्र प्रसाद(शिव शक्ति SHG3808698 )ग्रापं बिछिय,Ek Bagiya,60597.3,100130.38,160910,0,0,0,0,0,0,0,0,0,0
158,SATNA,AMARPATAN,BHICHHIYAKHURD,2025-2026,Ongoing,1712006010/IF/22012035622435,एक बगिया माँ के नाम हितग्राही ममता चतुर्वेदी/संतोष चतुर्वेदी ग्रा0पंचा0 बिछियाखुर्द,Ek Bagiya,60727.8,100486.34,161396,0,0,0,0,0,0,0,0,0,0
159,SATNA,AMARPATAN,BHICHHIYAKHURD,2025-2026,Ongoing,1712006010/IF/22012035626742,एक बगिया माँ के नाम हितग्राही आशा देवी केवट/गेबी प्रसाद केवट ग्राम कुशमहट ग्रा0पंचा0बिछियाखुर्द,Ek Bagiya,60597.3,100130.38,160910,0,0,0,0,0,0,0,0,0,0
160,SATNA,AMARPATAN,BHICHHIYAKHURD,2025-2026,Ongoing,1712006010/IF/IAY/4719881,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP132503131,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
161,SATNA,AMARPATAN,BHICHHIYAKHURD,2024-2025,Ongoing,1712006010/IF/IAY/4720108,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP136702142,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
162,SATNA,AMARPATAN,BHICHHIYAKHURD,2024-2025,Ongoing,1712006010/IF/IAY/4726232,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149971227,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
163,SATNA,AMARPATAN,BHICHHIYAKHURD,2024-2025,Ongoing,1712006010/IF/IAY/4759969,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP120637999,PMAY-G,21870,0,21870,0,0,0,0,0,0,0,0,0,0
164,SATNA,AMARPATAN,BHICHHIYAKHURD,2025-2026,Ongoing,1712006010/IF/IAY/4798011,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP148626703,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
165,SATNA,AMARPATAN,BHICHHIYAKHURD,2025-2026,Ongoing,1712006010/IF/IAY/5135952,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP132746058,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
166,SATNA,AMARPATAN,BHICHHIYAKHURD,2025-2026,Ongoing,1712006010/IF/IAY/5136924,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP134283432,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
167,SATNA,AMARPATAN,BHICHHIYAKHURD,2025-2026,Ongoing,1712006010/IF/IAY/5136925,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP134283725,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
168,SATNA,AMARPATAN,BHICHHIYAKHURD,2025-2026,Ongoing,1712006010/IF/IAY/5139327,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP132321003,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
169,SATNA,AMARPATAN,BHICHHIYAKHURD,2025-2026,Ongoing,1712006010/IF/IAY/5140178,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP147687679,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
170,SATNA,AMARPATAN,BHICHHIYAKHURD,2025-2026,Ongoing,1712006010/IF/IAY/5140929,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149967307,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
171,SATNA,AMARPATAN,BHICHHIYAKHURD,2025-2026,Ongoing,1712006010/IF/IAY/5140943,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP131846046,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
172,SATNA,AMARPATAN,BHICHHIYAKHURD,2025-2026,Ongoing,1712006010/IF/IAY/5142598,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP147673174,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
173,SATNA,AMARPATAN,BHICHHIYAKHURD,2025-2026,Ongoing,1712006010/IF/IAY/5435669,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP132321074,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
174,SATNA,AMARPATAN,BHICHHIYAKHURD,2025-2026,Ongoing,1712006010/IF/IAY/5437348,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP133934769,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
175,SATNA,AMARPATAN,BHICHHIYAKHURD,2025-2026,Ongoing,1712006010/IF/IAY/5438206,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP130419411,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
176,SATNA,AMARPATAN,BHICHHIYAKHURD,2025-2026,Ongoing,1712006010/IF/IAY/5439162,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP142130998,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
177,SATNA,AMARPATAN,BHICHHIYAKHURD,2025-2026,Ongoing,1712006010/IF/IAY/5551532,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP141905762,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
178,SATNA,AMARPATAN,BHICHHIYAKHURD,2025-2026,Ongoing,1712006010/IF/IAY/5586391,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP147851825,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
179,SATNA,AMARPATAN,BHICHHIYAKHURD,2025-2026,Ongoing,1712006010/IF/IAY/5609857,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP130383258,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
180,SATNA,AMARPATAN,BHICHHIYAKHURD,2025-2026,Ongoing,1712006010/IF/IAY/5629362,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP132320954,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
181,SATNA,AMARPATAN,BHICHHIYAKHURD,2025-2026,Ongoing,1712006010/IF/IAY/5703890,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP147835385,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
182,SATNA,AMARPATAN,BHICHHIYAKHURD,2025-2026,Ongoing,1712006010/IF/IAY/5703951,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP133236410,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
183,SATNA,AMARPATAN,BHICHHIYAKHURD,2025-2026,Ongoing,1712006010/IF/IAY/5725864,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP146516597,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
184,SATNA,AMARPATAN,BHICHHIYAKHURD,2025-2026,Ongoing,1712006010/IF/IAY/5860039,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP130702953,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
185,SATNA,AMARPATAN,BHICHHIYAKHURD,2025-2026,Ongoing,1712006010/IF/IAY/5860164,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP131240487,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
186,SATNA,AMARPATAN,BHICHHIYAKHURD,2025-2026,Ongoing,1712006010/IF/IAY/5860182,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP132320809,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
187,SATNA,AMARPATAN,BHICHHIYAKHURD,2025-2026,Ongoing,1712006010/IF/IAY/5860204,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP148573866,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
188,SATNA,AMARPATAN,BHICHHIYAKHURD,2026-2027,Ongoing,1712006010/IF/IAY/5860215,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP132366603,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
